employee_id,first_name,last_name,gender,date_of_birth,email,phone,department_id,department_name,job_title,employment_type,join_date,salary,status,location,manager_id,years_experience
EMP016718,Anjali,Kodituwakku,Woman,"May 13, 1994",,N/A,D004,Marketting,Brand Manager,,2015/05/13,262491.21,Inactive,Gampaha,,18
EMP003040,,Karunaratne,M,30 Aug 1990,emp003040@company.lk,0752626462,D007,Cust Support,Customer Success Manager,CONTRACT,2021-11-24,68741.26,Active,Galle,EMP003830,22
EMP003410,Isuru,Johnson,f,20/09/1996,emp003410@company.lk,0710515140,D008,I.T.,IT Manager,Full-Time,2015/04/02,67927.84,Active,Kandy,EMP004471,9
EMP013972,Sophia,Jackson,Man,13 May 1996,emp013972@company.lk,0759022822,D006,Operations,Logistics Coordinator,CONTRACT,2017/03/20,76228.1,ACTIVE,,EMP018381,16
EMP011988,Yomal,Wijesinghe,Female,1976-11-12,emp011988@company.lk,0745556327,D002,Human Resource,HR Analyst,full-time,10-06-2016,289942.33,Active,Colombo,EMP000680,2
EMP009990,Ava,Gunasekara,F,28/11/1998,emp009990@company.lk,0788440148,D007,customer support,Technical Support Engineer,Full-Time,"April 22, 2013",,Terminated,Kurunegala,EMP008054,19
EMP011566,Menaka,Jayasuriya,m,13/12/1997,emp011566@company.lk,0767966769,D005,FINANCE,Payroll Officer,Permanent,2022-02-12,176675.27,terminated,Matara,EMP006148,1
EMP010800,Thilina,Seneviratne,female,"September 06, 1984",emp010800@company.lk,0760189968,D006,operations,Operations Executive,Full-Time,"June 12, 2014",335795.37,Terminated,Kurunegala,EMP015454,4
EMP013071,Shehan,Taylor,FEMALE,1998/03/27,emp013071@company.lk,N/A,D002,Humaan Resources,Talent Acquisition Specialist,permanent,2024/01/20,246502.86,active,Kandy,EMP002621,13
EMP009743,,Ranasinghe,male,01-25-1988,emp009743@company.lk,0738410391,D006,Operatons,Logistics Coordinator,full-time,10 Apr 2018,46597.44,ACTIVE,Kurunegala,EMP013786,0
EMP009156,Sophia,Mendis,Female,08 Apr 1980,emp009156@company.lk,0775387809,D009,Legal,Compliance Officer,Full-Time,30/01/2020,312344.86,Terminated,Kurunegala,EMP008222,0
EMP013378,Harsha,Karunaratne,M,,emp013378@company.lk,0751306543,D007,Cust Support,Technical Support Engineer,Contract,2012-03-23,273014.45,terminated,Gampaha,EMP019174,25
EMP005647,Isabella,Dissanayake,FEMALE,1995-07-19,emp005647@company.lk,0773490243,D004,marketing,MARKETING EXECUTIVE,Permanent,"May 27, 2013",248149.33,Terminated,Kurunegala,EMP014397,5
EMP011564,Nuwan,Wijesinghe,male,04/11/1977,emp011564@company.lk,0753630136,D001,ENGINEERING,Solution Architect,Full-Time,2017-08-01,126212.39,Inactive,Kandy,,2
EMP008425,Sachini,Ilangasinghe,male,06/07/1996,emp008425@company.lk,0724802292,D007,Customer Support,Support Agent,full-time,02-23-2017,232565.29,Terminated,Jaffna,EMP017501,18
EMP009494,Tharushi,Dassanayake,Female,"October 22, 1993",emp009494@company.lk,0773712048,D005,finance,Finance Analyst,full-time,08-30-2013,342504.47,Inactive,Galle,,
EMP005427,Samantha,Dissanayake,Man,"November 27, 1992",,0789180749,D012,Procurement,Vendor Manager,Contract,2018-03-29,57264.1,terminated,Matara,EMP001754,0
EMP013839,Kavindu,Gunawardena,MALE,,emp013839@company.lk,0738088053,D011,ADMIN,Records Officer,Contract,26/04/2012,170719.79,terminated,Kurunegala,EMP016006,29
EMP016461,Daniel,Samaraweera,Man,1983-10-28,emp016461@company.lk,0777424750,D008,it,IT MANAGER,permanent,2012-03-23,96251.58,active,Colombo,EMP010418,1
EMP006854,Chanaka,Brown,f,06/10/1970,,0715467210,D008,Information Technology,Network Engineer,Part-Time,2015-02-02,259788.77,on leave,Negombo,,14
EMP006651,Chris,Weerasinghe,Female,1971/06/23,emp006651@company.lk,0734590433,D002,Human Resource,Compensation Analyst,permanent,08 Aug 2021,161370.25,active,Kandy,,5
EMP016641,Buddhika,Ilangasinghe,FEMALE,1973-05-17,emp016641@company.lk,0713682041,D012,Procurment,Procurement Officer,Permanent,2019/02/01,,on leave,Colombo,EMP008617,29
EMP008747,Priya,Jayawardena,male,,emp008747@company.lk,0729704995,D010,r&d,Product Developer,Contract,2023/06/26,286959.75,terminated,Kandy,EMP000840,9
EMP002882,Harsha,Seneviratne,MALE,,emp002882@company.lk,N/A,D010,Research & Dev,LAB TECHNICIAN,CONTRACT,"July 05, 2010",218258.79,Inactive,Galle,EMP002684,4
EMP019226,Matthew,Weerasinghe,MALE,09-12-1973,emp019226@company.lk,0792375610,D003,Slaes,Sales Manager,,"August 20, 2014",183392.3,Active,Kandy,,28
EMP004949,Ryan,Ilangasinghe,Male,19/03/1988,emp004949@company.lk,0767198821,D001,engineering,Solution Architect,Contract,11-10-2014,66373.71,Active,Kandy,,30
EMP016539,Daniel,Wickramasinghe,F,08 Sep 1982,emp016539@company.lk,0798314233,D006,Operatons,Logistics Coordinator,Contract,2022-11-09,229319.38,terminated,Kurunegala,EMP011120,18
EMP007382,Alex,Jayawardena,M,06-21-1977,emp007382@company.lk,0718395122,D005,Fin,Internal Auditor,full-time,"June 04, 2018",287197.85,Terminated,Colombo,EMP004660,3
EMP002831,Kasun,Brown,Man,"January 14, 1976",emp002831@company.lk,0751935758,D003,sales,Account Manager,,"November 23, 2023",218499.31,on leave,Negombo,EMP015810,23
EMP006709,Avanthi,Harris,Female,"July 30, 1979",emp006709@company.lk,0732904169,D009,Law,Contract Manager,,2018-08-24,262565.81,terminated,Jaffna,EMP003343,17
EMP000855,Suresh,Samaraweera,female,1970-08-17,,0786506421,D001,Eng,DevOps Engineer,,15 Jan 2015,135527.07,on leave,Kurunegala,EMP012705,9
EMP014490,Sachini,Jackson,Male,1981/11/19,emp014490@company.lk,0756981161,D006,operations,Operations Executive,Permanent,2023-04-29,146059.96,Active,Gampaha,EMP011193,14
EMP015763,Mohamed,Martin,Male,22/05/1974,emp015763@company.lk,0760126452,D009,Law,Compliance Officer,Full-Time,29/01/2018,210222.58,ACTIVE,Kurunegala,EMP005355,13
EMP012179,Thisari,Jayawardena,FEMALE,25/08/1987,emp012179@company.lk,N/A,D002,H.R.,Talent Acquisition Specialist,Permanent,2013-03-09,56344.14,Active,Matara,EMP013780,26
EMP011673,Kasun,Gunasekara,male,19 Aug 1974,emp011673@company.lk,0732856579,D007,CS,Senior Support Agent,Permanent,17/09/2015,215329.92,terminated,Galle,EMP015406,6
EMP009587,Rangi,Jayasuriya,f,22/01/1973,emp009587@company.lk,0795981092,D001,Eng,Tech Lead,full-time,2016-02-26,273328.14,terminated,Colombo,,0
EMP013656,,Jackson,MALE,07/02/1990,emp013656@company.lk,0724791017,D008,I.T.,System Admin,permanent,"April 18, 2011",282023.86,On Leave,Gampaha,EMP015960,27
EMP011780,Anjali,Karunaratne,MALE,21/06/1975,emp011780@company.lk,0754015912,D002,H.R.,Talent Acquisition Specialist,,09-12-2013,227053.67,ACTIVE,Kandy,EMP002793,12
EMP001773,Sanduni,Harris,F,2000-08-10,emp001773@company.lk,0767000670,D001,Engineerng,Solution Architect,Contract,2013-07-25,258465.22,terminated,Kurunegala,,
EMP016771,Charlotte,Rajapaksa,F,,emp016771@company.lk,N/A,D008,IT,Cybersecurity Analyst,CONTRACT,2021/01/28,148694.81,on leave,Gampaha,EMP014893,23
EMP002718,Mia,Abeywickrama,Male,"February 28, 1977",,0721489788,D001,Eng,Junior Developer,,17 Oct 2015,179860.16,on leave,Colombo,,17
EMP001012,Isabella,Jayawardena,FEMALE,1971-07-08,emp001012@company.lk,N/A,D008,IT,System Admin,Contract,2010/04/02,278218.85,ACTIVE,Jaffna,EMP018841,27
EMP001406,Kavindu,Rajapaksa,F,02 Mar 1998,emp001406@company.lk,0763801743,D010,Research & Dev,Product Developer,CONTRACT,2016/09/10,160477.81,ACTIVE,Colombo,EMP012695,25
EMP019541,Kumari,Fernando,M,1978-01-11,emp019541@company.lk,0715875890,D010,R&D,Product Developer,Part-Time,01/12/2016,51338.99,active,Matara,EMP011722,18
EMP001469,Ashan,Gunasekara,Man,06 Jun 1998,emp001469@company.lk,N/A,D007,customer support,CUSTOMER SUCCESS MANAGER,,2011-08-26,98901.92,Inactive,Kandy,EMP014865,19
EMP000780,John,Seneviratne,Male,23/10/1970,,N/A,D006,Ops,Operations Manager,Permanent,23 Oct 2014,244539.41,Inactive,Negombo,EMP018131,24
EMP009681,Michael,Thomas,female,"March 25, 1974",emp009681@company.lk,N/A,D005,finance,Payroll Officer,Permanent,2020/10/23,176924.06,terminated,Galle,,10
EMP019200,Chanaka,Pathirana,Female,1976/02/03,emp019200@company.lk,0757177137,D012,procurement,Category Analyst,permanent,"December 10, 2014",296948.46,On Leave,Matara,EMP006555,27
EMP017538,,Thomas,m,23 May 1994,emp017538@company.lk,N/A,D010,r&d,Product Developer,permanent,24/01/2024,142707.21,active,Jaffna,EMP009600,7
EMP005073,Malini,Dassanayake,m,1976/09/16,emp005073@company.lk,0734487358,D012,Proc,PROCUREMENT OFFICER,Full-Time,01-16-2016,46163.75,active,,,2
EMP016680,Pasindu,Williams,Man,1972/02/25,emp016680@company.lk,0760464113,D003,Sale,Sales Executive,Part-Time,"August 05, 2015",225244.78,terminated,Gampaha,EMP002507,30
EMP007544,Kaveesha,Dissanayake,F,01-21-1988,emp007544@company.lk,0766502670,D004,Mktg,Content Writer,Part-Time,28 Jun 2010,183100.8,Inactive,Matara,,27
EMP010415,Shalini,Karunaratne,male,12/11/1973,,N/A,D004,Marketing,Marketing Executive,full-time,"May 28, 2014",104711.28,terminated,,EMP005686,5
EMP018395,Arjun,Brown,Female,,emp018395@company.lk,0788681595,D009,legal,Paralegal,CONTRACT,"July 14, 2022",155134.02,on leave,Kurunegala,EMP006618,
EMP015990,Roshan,Garcia,FEMALE,1999-10-10,emp015990@company.lk,0779141734,D006,Operatons,Operations Manager,Full-Time,19 Jan 2020,222938.77,terminated,Colombo,EMP002764,22
EMP008909,Yomal,Taylor,Male,"May 08, 1986",emp008909@company.lk,0799955052,D005,Fiance,Finance Manager,Permanent,31/07/2020,229448.3,Active,Gampaha,EMP006758,21
EMP001639,Buddhika,Johnson,M,,emp001639@company.lk,0737008204,D007,customer support,Support Team Lead,permanent,10-23-2021,336966.19,Active,Kurunegala,EMP013950,20
EMP014985,Oshadi,Harris,Woman,06-19-1979,emp014985@company.lk,N/A,D006,Operations,Operations Manager,,15/02/2016,112677.13,ACTIVE,Gampaha,EMP008253,26
EMP019153,Malini,Miller,Woman,"October 04, 1970",emp019153@company.lk,0798998042,D003,Sale,Business Dev Executive,Permanent,2017/12/07,332985.86,active,Colombo,EMP013315,21
EMP002229,Pasindu,Miller,male,22/05/1979,emp002229@company.lk,0775620401,D003,Slaes,Sales Executive,Permanent,07-22-2021,112360.26,on leave,Kurunegala,,28
EMP018166,Kithsiri,Perera,Woman,1991-08-24,emp018166@company.lk,0712088206,D001,Eng,Solution Architect,Full-Time,12/02/2024,291120.32,on leave,Negombo,EMP014418,14
EMP012448,Chamath,Jayasuriya,male,03/12/1975,emp012448@company.lk,0724579589,D008,I.T.,Cybersecurity Analyst,Contract,13/01/2023,325665.25,On Leave,Kurunegala,EMP001340,24
EMP009048,Suresh,Samaraweera,Female,1988-06-05,emp009048@company.lk,N/A,D004,Mktg,Brand Manager,Contract,09/03/2013,217860.32,Terminated,Kurunegala,EMP018971,19
EMP008197,Avanthi,Jayawardena,Female,10-25-1992,emp008197@company.lk,0792537353,D003,Sale,Business Dev Executive,CONTRACT,2022-01-11,100868.87,terminated,Gampaha,EMP002120,22
EMP017660,Priya,Senanayake,Man,14 Oct 1996,emp017660@company.lk,N/A,D012,Procurment,Supply Manager,permanent,"July 11, 2015",348367.52,on leave,Negombo,EMP006476,2
EMP004308,Isabella,Mendis,F,1978-07-14,emp004308@company.lk,0729836385,D003,SALES,Sales Manager,CONTRACT,"May 29, 2013",204846.22,On Leave,Matara,EMP009743,21
EMP018354,Ruwani,Harris,m,"August 23, 1991",,0742289306,D003,Sale,Sales Manager,Full-Time,26/03/2010,131431.86,ACTIVE,Kandy,EMP009313,13
EMP012821,Kasun,Jackson,female,01 Mar 1985,emp012821@company.lk,0785147124,D005,Fiance,Payroll Officer,CONTRACT,2017/07/31,62884.1,Terminated,Gampaha,EMP007250,30
EMP012544,Piumali,Weerasinghe,male,06/11/1973,,0762847127,D008,Information Technology,NETWORK ENGINEER,Full-Time,01 Aug 2022,83673.74,active,Kandy,,19
EMP002261,Isuru,Gamage,MALE,12-04-1973,emp002261@company.lk,0722873699,D008,Information Technology,Cybersecurity Analyst,CONTRACT,04-09-2015,175511.59,Terminated,Kurunegala,EMP014655,19
EMP000516,Malini,Wimalasuriya,Male,01-15-1997,emp000516@company.lk,0782364511,D004,Marketting,Digital Marketer,Full-Time,05-13-2016,142052.48,Terminated,Matara,EMP006086,21
EMP002752,Kasun,Wickramasinghe,Male,1987/04/11,emp002752@company.lk,0763956982,D009,LEGAL,Legal Counsel,Part-Time,2013-07-18,37433.43,ACTIVE,Matara,EMP000359,0
EMP005527,Alex,White,m,10-10-1994,emp005527@company.lk,0721275677,D001,Engineering,DevOps Engineer,Full-Time,2021/11/05,,Terminated,Matara,,9
EMP015272,Sarah,Taylor,FEMALE,10-15-1995,emp015272@company.lk,0754784612,D011,admin,Executive Assistant,CONTRACT,2022/08/10,303644.11,active,Kurunegala,EMP014566,12
EMP012820,Pasindu,White,Woman,1980/04/29,,0774085575,D001,Eng,Senior Engineer,Contract,06-11-2012,239974.67,Inactive,Kandy,EMP015397,9
EMP017845,Nadeesha,Jackson,M,1989/09/01,,N/A,D001,ENGINEERING,DevOps Engineer,Part-Time,14 Jul 2014,186977.81,Active,Kandy,EMP011933,8
EMP015535,Alex,Miller,male,08-10-1996,emp015535@company.lk,N/A,D006,OPERATIONS,Logistics Coordinator,Part-Time,18/04/2023,228791.42,Terminated,Jaffna,EMP012368,7
EMP000830,Nethmi,Wilson,Male,07-26-1982,emp000830@company.lk,N/A,D012,Proc,Vendor Manager,Permanent,28/12/2023,156964.55,Inactive,,EMP002270,0
EMP009815,Sanduni,Smith,Female,14 Aug 1995,emp009815@company.lk,0791811397,D007,Customer Support,Senior Support Agent,Part-Time,2010/02/05,223255.0,terminated,Kurunegala,EMP017558,
EMP017315,Isuru,Brown,M,09-04-1983,emp017315@company.lk,0713916141,D012,PROCUREMENT,Supply Manager,Permanent,06/08/2015,,Active,,EMP005867,15
EMP014002,Nadeesha,Gunasekara,female,"August 14, 1976",emp014002@company.lk,0758051985,D011,Administraton,Executive Assistant,,2020-09-10,200234.77,Active,Kandy,EMP005865,15
EMP008581,Daniel,Wimalasuriya,Woman,"February 01, 1973",emp008581@company.lk,N/A,D009,Legal,Paralegal,Contract,22/06/2019,334070.13,Active,Matara,EMP003946,4
EMP011679,John,Jayasuriya,female,1986-07-22,emp011679@company.lk,0730321343,D010,RnD,Research Scientist,Full-Time,11-22-2011,127023.31,On Leave,Jaffna,EMP004914,1
EMP005440,Nuwan,Goonatilleke,male,12-17-1983,emp005440@company.lk,0762906540,D006,OPERATIONS,Operations Manager,Permanent,2016/10/16,258322.56,Active,Colombo,EMP001757,20
EMP001972,Buddhika,Liyanage,Female,31/08/1996,,0714332220,D011,Administration,ADMIN EXECUTIVE,permanent,29 Dec 2021,324629.79,terminated,Gampaha,EMP014227,25
EMP000699,Isuru,Wimalasuriya,M,18 Dec 1999,emp000699@company.lk,N/A,D001,Eng,Junior Developer,permanent,2013/03/25,274276.92,On Leave,Colombo,EMP005699,9
EMP011230,Rashmi,Kodituwakku,m,02-17-1988,emp011230@company.lk,0727028266,D010,r&d,Research Scientist,permanent,"November 29, 2013",92374.74,active,Colombo,EMP015893,18
EMP017132,Iresha,Brown,m,17/10/1990,emp017132@company.lk,0746082578,D001,Eng,Senior Engineer,Permanent,12-18-2022,333723.42,active,Colombo,EMP012390,6
EMP003965,Chathura,Thomas,female,04-08-1989,,0764050519,D008,IT,Cloud Engineer,Contract,2011-08-25,293374.44,On Leave,Kandy,EMP018393,19
EMP013002,Shalini,Gamage,Man,1989/03/27,emp013002@company.lk,0724352977,D010,RnD,Innovation Lead,full-time,30 Jan 2015,227512.41,ACTIVE,Jaffna,,
EMP018765,Thisari,Goonatilleke,f,03/01/1985,emp018765@company.lk,0744738039,D004,MARKETING,SEO Specialist,CONTRACT,18 Apr 2021,124887.08,terminated,Galle,EMP015433,17
EMP002237,Alex,Wilson,MALE,"April 21, 1984",,0733745725,D001,Enginering,QA Engineer,Permanent,2010-12-14,,Terminated,Jaffna,EMP013033,27
EMP018805,Kumari,Garcia,FEMALE,1983/07/31,emp018805@company.lk,0764183446,D099,R&D,Product Developer,,2011/02/01,215218.48,Terminated,Matara,EMP000502,
EMP013119,Kithsiri,Wickramasinghe,Male,28/08/1994,emp013119@company.lk,0712762855,D007,customer support,Customer Success Manager,Permanent,06/04/2014,160999.25,on leave,Gampaha,EMP016383,4
EMP012104,Olivia,Senanayake,Man,12-28-1984,emp012104@company.lk,N/A,D001,Enginering,QA Engineer,full-time,03-08-2013,167868.42,ACTIVE,Galle,EMP014333,3
EMP004324,Thilina,Wimalasuriya,Man,1999-11-26,emp004324@company.lk,0799544099,D001,ENGINEERING,Tech Lead,Full-Time,01 Sep 2021,227039.1,Inactive,Colombo,,12
EMP017420,Amelia,Johnson,FEMALE,"July 21, 1995",emp017420@company.lk,0755498129,D008,Info Tech,System Admin,permanent,2013-04-14,241566.18,Terminated,Matara,EMP019180,29
EMP011742,Kasun,Garcia,f,09-28-1976,emp011742@company.lk,0771060092,D011,admin,Records Officer,Full-Time,"February 18, 2016",297139.18,on leave,Kandy,EMP014607,1
EMP005956,Priya,Fernando,M,12-23-1976,emp005956@company.lk,0744418436,D009,Law,Paralegal,Contract,"January 19, 2023",63397.46,Terminated,Kurunegala,EMP005209,2
EMP001095,Anjali,Liyanage,M,04-17-1985,emp001095@company.lk,0793814327,D012,Procurement,Vendor Manager,permanent,"December 10, 2014",234037.0,On Leave,Kandy,EMP014772,1
EMP017480,Ava,Dissanayake,female,1983-07-29,emp017480@company.lk,0737823288,D011,ADMIN,Admin Executive,permanent,2012-07-31,307503.9,Active,Negombo,EMP017614,22
EMP018846,Bhanuka,Davis,male,1994/02/05,emp018846@company.lk,0797053924,D006,Operatons,Operations Executive,Part-Time,"February 23, 2023",84796.62,active,Kandy,,21
EMP000703,Yomal,Jayawardena,Male,"October 16, 1991",emp000703@company.lk,N/A,D010,R&D,Product Developer,Permanent,2013-08-25,,active,Colombo,EMP009151,20
EMP007610,Shehan,Amarasinghe,male,1982-10-11,emp007610@company.lk,0741406535,D008,it,Network Engineer,CONTRACT,2010/06/19,264173.27,ACTIVE,Colombo,EMP010383,13
EMP014287,Roshan,Bandara,Female,1993-04-03,emp014287@company.lk,0781835292,D012,Procurement,Vendor Manager,Contract,06 Sep 2012,97967.78,terminated,Jaffna,EMP012884,9
EMP015062,Fathima,Harris,Man,25 May 1978,emp015062@company.lk,0771802668,D002,Human Resources,HR Manager,CONTRACT,2010/04/11,289844.21,ACTIVE,Kandy,,1
EMP013128,Shehan,Liyanage,MALE,05-06-1984,emp013128@company.lk,0715840765,D003,Sale,Sales Executive,permanent,2014-05-20,229063.29,on leave,Kandy,EMP017985,4
EMP008382,Ashan,Garcia,MALE,1976/06/09,emp008382@company.lk,0763989835,D001,ENGINEERING,Tech Lead,Contract,08-15-2021,287572.89,On Leave,Colombo,EMP008840,30
EMP017331,Kithsiri,Gunasekara,male,06-23-1986,emp017331@company.lk,0714887711,D006,Ops,Operations Manager,Full-Time,26 Jan 2015,285459.97,Terminated,Kurunegala,EMP007049,8
EMP017439,Nimal,Hettiarachchi,male,04-26-1979,emp017439@company.lk,0715523315,D011,Administration,Office Manager,Permanent,16 Feb 2022,328976.03,on leave,Jaffna,EMP005550,16
EMP003294,,Rajapaksa,m,1976/01/02,emp003294@company.lk,0785291225,D007,customer support,Technical Support Engineer,Full-Time,10/09/2020,140804.35,On Leave,Jaffna,EMP002151,29
EMP011026,Samantha,Jayasuriya,Female,07-04-1995,emp011026@company.lk,N/A,D004,MARKETING,Digital Marketer,permanent,22/06/2024,,Inactive,Jaffna,,7
EMP010448,Sanduni,Amarasinghe,F,04-07-1992,,0792998187,D010,r&d,R&D Engineer,,"November 14, 2012",56765.24,Terminated,Galle,EMP003338,5
EMP000272,Shehan,Senanayake,M,1974-04-11,emp000272@company.lk,0778103287,D007,Cust Support,Technical Support Engineer,CONTRACT,06 Aug 2019,264327.69,Inactive,Jaffna,EMP003681,28
EMP011850,Ravindu,Hettiarachchi,m,"March 03, 1989",emp011850@company.lk,0781352558,D003,sales,SALES EXECUTIVE,Part-Time,2019/01/25,,Terminated,Colombo,EMP001178,10
EMP019264,Kavindu,Liyanage,FEMALE,1994-02-18,emp019264@company.lk,0785059987,D007,Cust Support,Support Team Lead,Full-Time,2012/03/16,172977.67,Active,Negombo,EMP019368,16
EMP000221,Anjali,Amarasinghe,Male,"January 19, 1993",emp000221@company.lk,0792189839,D011,Admin,Records Officer,Contract,2015/02/26,,active,Jaffna,EMP019816,20
EMP015082,Dasun,Silva,Man,02/02/1974,emp015082@company.lk,0781229920,D010,Research & Dev,Lab Technician,Full-Time,27 Mar 2012,198123.59,on leave,Kandy,EMP017771,22
EMP012492,Chamara,Abeywickrama,F,02-29-1984,,0729388048,D053,Finance,Budget Analyst,full-time,25/10/2013,303763.58,active,Colombo,EMP007559,9
EMP015950,Malini,Miller,Female,1987-04-18,emp015950@company.lk,0794052234,D012,PROCUREMENT,Purchasing Executive,CONTRACT,"November 27, 2012",49353.14,On Leave,Kandy,EMP004732,19
EMP004274,Harsha,Jackson,Woman,06 May 1979,emp004274@company.lk,0742851396,D010,Research & Dev,Research Scientist,,"November 02, 2022",211865.41,active,,EMP006070,26
EMP001361,Dasun,,Female,06-08-1978,emp001361@company.lk,0733926002,D066,human resources,HR Analyst,CONTRACT,2022/05/06,338906.43,On Leave,Kandy,EMP012492,9
EMP002128,Kithsiri,Wilson,Woman,19 Jul 1978,emp002128@company.lk,0756739546,D002,HR,Compensation Analyst,full-time,2012/09/15,313997.88,terminated,Gampaha,EMP016578,5
EMP009065,Nadeesha,Karunaratne,female,07 May 1992,emp009065@company.lk,0730549324,D008,Information Technology,Network Engineer,,13/05/2012,309876.69,Terminated,Colombo,EMP015013,19
EMP014306,Alex,Wilson,Male,,emp014306@company.lk,0756519451,D005,FINANCE,Budget Analyst,Permanent,28/08/2018,345290.18,Terminated,Galle,EMP014426,14
EMP011939,Piumali,Wijesinghe,Man,1989-06-22,emp011939@company.lk,0780328606,D002,Human Resource,HR Executive,Permanent,08-25-2011,296664.76,On Leave,Gampaha,EMP014267,17
EMP009121,Chamara,Martin,M,1972-06-04,emp009121@company.lk,0716252734,D003,Slaes,Business Dev Executive,Part-Time,"April 25, 2021",311382.13,active,Kandy,EMP001705,6
EMP003966,Hiruni,Jayawardena,F,22 Jun 1999,emp003966@company.lk,0737918996,D012,Procurement,Category Analyst,Part-Time,08-27-2015,329942.28,active,,,4
EMP006946,Rangi,Johnson,FEMALE,,emp006946@company.lk,N/A,D010,r&d,INNOVATION LEAD,permanent,2014/07/21,52748.19,on leave,Kandy,EMP011108,2
EMP004874,Mia,Wijesinghe,M,1996/07/23,emp004874@company.lk,0745920205,D003,sales,Account Manager,Full-Time,"February 06, 2011",186641.54,terminated,Gampaha,EMP002791,
EMP000981,Kaveesha,Rajapaksa,m,"May 11, 1998",emp000981@company.lk,0786287347,D081,RnD,R&D Engineer,Full-Time,2012/12/17,323829.83,ACTIVE,Galle,EMP002792,11
EMP010068,Kaveesha,Jayasuriya,FEMALE,,,0794663934,D001,ENGINEERING,Senior Engineer,Full-Time,12-21-2016,212914.99,Terminated,Gampaha,EMP006061,29
EMP002643,James,Wilson,Female,1974-10-28,emp002643@company.lk,0714443293,D010,Research & Dev,Lab Technician,Permanent,"January 30, 2023",191348.31,ACTIVE,Gampaha,,14
EMP017454,Vishwa,Gamage,m,06/10/1977,emp017454@company.lk,0772540444,D004,Mktg,Content Writer,CONTRACT,02-27-2015,,Terminated,Gampaha,EMP009392,6
EMP007293,Mia,Abeywickrama,Female,1995-09-19,emp007293@company.lk,0768515829,D006,Ops,Process Engineer,,16/04/2017,338912.58,Inactive,Galle,EMP017268,
EMP010451,Hasini,Ilangasinghe,Man,1995/12/26,,0780107311,D009,Legel,Compliance Officer,,2017/01/20,37322.74,ACTIVE,Galle,EMP005368,22
EMP013075,Pasindu,Harris,FEMALE,24 Mar 1975,emp013075@company.lk,0787089587,D010,Research and Development,Product Developer,full-time,2013/05/24,328625.05,active,Galle,EMP003570,5
EMP013779,Oshadi,,F,1984/01/09,emp013779@company.lk,0789671872,D008,Information Technology,System Admin,full-time,"January 12, 2017",42827.83,Active,Negombo,EMP007049,22
EMP016815,Thilina,Wimalasuriya,Male,26 May 1978,emp016815@company.lk,0751349113,D010,RnD,Research Scientist,Permanent,06-21-2018,203517.5,ACTIVE,Kurunegala,EMP013388,14
EMP003364,Chathura,Dissanayake,F,15 Jul 1996,emp003364@company.lk,0736352061,D009,LEGAL,Legal Analyst,,"May 22, 2014",39966.76,Active,Galle,EMP000360,17
EMP017711,Amelia,Miller,female,1983-09-14,emp017711@company.lk,0758107080,D001,Engineering,DevOps Engineer,full-time,"November 22, 2014",73144.94,Terminated,Colombo,EMP005488,13
EMP004661,Kithsiri,Harris,F,16 Feb 1973,emp004661@company.lk,0757140221,D001,Engineering,QA Engineer,CONTRACT,"August 02, 2017",100868.72,Terminated,Gampaha,EMP001753,3
EMP011474,Nethmi,Dassanayake,F,03/08/1992,emp011474@company.lk,0728238642,D007,customer support,Customer Success Manager,,2018/01/07,67864.78,Inactive,Gampaha,EMP018473,12
EMP002270,Fathima,Jones,Female,24/04/1997,emp002270@company.lk,0734249427,D002,human resources,HR Manager,Part-Time,12-18-2014,289182.05,On Leave,Matara,EMP017416,
EMP019343,Dilani,Dissanayake,Male,1993-05-25,emp019343@company.lk,0767196764,D006,Operatons,Operations Manager,,06 Mar 2018,335255.07,Active,Colombo,EMP013391,15
EMP011594,Gayan,Wickramasinghe,M,31/12/1978,emp011594@company.lk,0741902492,D008,I.T.,NETWORK ENGINEER,CONTRACT,2017-01-29,,ACTIVE,Kandy,EMP002075,8
EMP004652,Charlotte,Hettiarachchi,Male,2000/10/22,emp004652@company.lk,0772525258,D002,HR,Recruiter,CONTRACT,05-22-2011,121940.87,Inactive,Gampaha,EMP013994,7
EMP007097,Priya,Karunaratne,male,23/05/1981,emp007097@company.lk,0758368371,D002,HR,Recruiter,Full-Time,11-18-2016,309355.58,Active,Matara,EMP012462,12
EMP019124,Emma,Jackson,m,13 Mar 1982,emp019124@company.lk,0771420564,D005,FINANCE,Internal Auditor,,2014/05/10,36467.66,terminated,Kandy,EMP004792,22
EMP014239,Isuru,Gunasekara,Female,02-23-2000,emp014239@company.lk,0777672017,D001,Eng,Solution Architect,Full-Time,19/08/2021,255900.69,terminated,Gampaha,EMP018715,5
EMP012958,Malini,Brown,female,1997/08/08,emp012958@company.lk,0795017932,D009,Law,Legal Counsel,full-time,2014-02-05,326565.22,active,Kurunegala,EMP002908,10
EMP002559,Vishwa,Amarasinghe,FEMALE,27/02/1995,emp002559@company.lk,N/A,D009,legal,Paralegal,,2014-05-07,,Terminated,Kurunegala,EMP006499,27
EMP007308,Navodya,Wimalasuriya,F,1990/05/23,emp007308@company.lk,0734229493,D012,procurement,Category Analyst,Part-Time,"January 30, 2023",260884.68,on leave,Galle,EMP005410,
EMP005931,Olivia,Brown,f,20 Mar 1970,emp005931@company.lk,0734981667,D003,Sale,Sales Coordinator,Full-Time,12 May 2022,154902.28,ACTIVE,Matara,EMP017448,22
